"","year","State","Population","Violent_Crime_Total","Murder_Nonnegligent_Manslaughter","Legacy_Rape","Revised_Rape","Robbery","Aggravated_Assault","State.1","Population.1","Property_Crime_Total","Burglary","Larceny_Theft","Motor_Vehicle_Theft","State.2","Population.2","Violent_Crime_Rate","Murder_Nonnegligent_Manslaughter_Rate","Legacy_Rape_Rate","Revised_Rape_Rate","Robbery_Rate","Aggravated_Assault_Rate","State.3","Population.3","Property_Crime_Rate","Burglary_Rate","Larceny_Theft_Rate","Motor_Vehicle_Theft_Rate"
"1",1994,"Alabama","4,219,000","28,844","501","1,487",NA,"7,223","19,633","Alabama","4,219,000","178,015","44,064","119,951","14,000","Alabama","4,219,000","683.7",11.9,35.2,NA,"171.2","465.3","Alabama","4,219,000","4,219.4","1,044.4","2,843.1","331.8"
"2",1994,"Alaska","606,000","4,644","38","418",NA,"886","3,302","Alaska","606,000","29,947","4,848","21,824","3,275","Alaska","606,000","766.3",6.3,69,NA,"146.2","544.9","Alaska","606,000","4,941.7","800","3,601.3","540.4"
"3",1994,"Arizona","4,075,000","28,653","426","1,465",NA,"6,601","20,161","Arizona","4,075,000","294,273","60,157","190,649","43,467","Arizona","4,075,000","703.1",10.5,36,NA,"162","494.7","Arizona","4,075,000","7,221.4","1,476.2","4,678.5","1,066.7"
"4",1994,"Arkansas","2,453,000","14,598","294","1,028",NA,"3,158","10,118","Arkansas","2,453,000","103,115","26,911","68,478","7,726","Arkansas","2,453,000","595.1",12,41.9,NA,"128.7","412.5","Arkansas","2,453,000","4,203.6","1,097.1","2,791.6","315"
"5",1994,"California","31,431,000","318,395","3,703","10,984",NA,"112,160","191,548","California","31,431,000","1,622,102","384,257","929,640","308,205","California","31,431,000","1,013.0",11.8,34.9,NA,"356.8","609.4","California","31,431,000","5,160.8","1,222.5","2,957.7","980.6"
"6",1994,"Colorado","3,656,000","18,632","199","1,579",NA,"3,910","12,944","Colorado","3,656,000","175,808","33,843","127,600","14,365","Colorado","3,656,000","509.6",5.4,43.2,NA,"106.9","354","Colorado","3,656,000","4,808.8","925.7","3,490.2","392.9"
"7",1994,"Connecticut","3,275,000","14,916","215","806",NA,"6,150","7,745","Connecticut","3,275,000","134,030","29,142","84,721","20,167","Connecticut","3,275,000","455.5",6.6,24.6,NA,"187.8","236.5","Connecticut","3,275,000","4,092.5","889.8","2,586.9","615.8"
"8",1994,"Delaware","706,000","4,549","33","546",NA,"1,141","2,829","Delaware","706,000","29,971","6,198","20,828","2,945","Delaware","706,000","644.3",4.7,77.3,NA,"161.6","400.7","Delaware","706,000","4,245.2","877.9","2,950.1","417.1"
"9",1994,"District of Columbia","570,000","15,177","399","249",NA,"6,311","8,218","District of Columbia","570,000","48,009","10,037","29,711","8,261","District of Columbia","570,000","2,662.6",70,43.7,NA,"1,107.2","1,441.8","District of Columbia","570,000","8,422.6","1,760.9","5,212.5","1,449.3"
"10",1994,"Florida","13,953,000","160,016","1,165","7,301",NA,"45,871","105,679","Florida","13,953,000","991,105","237,341","626,578","127,186","Florida","13,953,000","1,146.8",8.3,52.3,NA,"328.8","757.4","Florida","13,953,000","7,103.2","1,701.0","4,490.6","911.5"
"11",1994,"Georgia","7,055,000","47,103","703","2,448",NA,"15,703","28,249","Georgia","7,055,000","376,926","81,406","256,208","39,312","Georgia","7,055,000","667.7",10,34.7,NA,"222.6","400.4","Georgia","7,055,000","5,342.7","1,153.9","3,631.6","557.2"
"12",1994,"Hawaii","1,179,000","3,091","50","359",NA,"1,221","1,461","Hawaii","1,179,000","75,672","14,029","55,260","6,383","Hawaii","1,179,000","262.2",4.2,30.4,NA,"103.6","123.9","Hawaii","1,179,000","6,418.3","1,189.9","4,687.0","541.4"
"13",1994,"Idaho","1,133,000","3,238","40","316",NA,"209","2,673","Idaho","1,133,000","42,954","8,147","32,597","2,210","Idaho","1,133,000","285.8",3.5,27.9,NA,"18.4","235.9","Idaho","1,133,000","3,791.2","719.1","2,877.1","195.1"
"14",1994,"Illinois","11,752,000","112,928","1,378","3,913",NA,"43,788","63,849","Illinois","11,752,000","548,222","118,116","363,888","66,218","Illinois","11,752,000","960.9",11.7,33.3,NA,"372.6","543.3","Illinois","11,752,000","4,664.9","1,005.1","3,096.4","563.5"
"15",1994,"Indiana","5,752,000","30,205","453","2,046",NA,"7,490","20,216","Indiana","5,752,000","233,975","48,921","160,043","25,011","Indiana","5,752,000","525.1",7.9,35.6,NA,"130.2","351.5","Indiana","5,752,000","4,067.7","850.5","2,782.4","434.8"
"16",1994,"Iowa","2,829,000","8,914","47","666",NA,"1,327","6,874","Iowa","2,829,000","94,475","18,872","70,507","5,096","Iowa","2,829,000","315.1",1.7,23.5,NA,"46.9","243","Iowa","2,829,000","3,339.5","667.1","2,492.3","180.1"
"17",1994,"Kansas","2,554,000","11,314","170","1,055",NA,"2,940","7,149","Kansas","2,554,000","112,477","28,635","75,459","8,383","Kansas","2,554,000","443",6.7,41.3,NA,"115.1","279.9","Kansas","2,554,000","4,404.0","1,121.2","2,954.5","328.2"
"18",1994,"Kentucky","3,827,000","16,991","244","1,350",NA,"3,595","11,802","Kentucky","3,827,000","110,725","28,718","73,449","8,558","Kentucky","3,827,000","444",6.4,35.3,NA,"93.9","308.4","Kentucky","3,827,000","2,893.3","750.4","1,919.2","223.6"
"19",1994,"Louisiana","4,315,000","42,369","856","1,923",NA,"11,530","28,060","Louisiana","4,315,000","245,488","55,188","164,081","26,219","Louisiana","4,315,000","981.9",19.8,44.6,NA,"267.2","650.3","Louisiana","4,315,000","5,689.2","1,279.0","3,802.6","607.6"
"20",1994,"Maine","1,240,000","1,611","28","318",NA,"278","987","Maine","1,240,000","38,971","8,938","28,257","1,776","Maine","1,240,000","129.9",2.3,25.6,NA,"22.4","79.6","Maine","1,240,000","3,142.8","720.8","2,278.8","143.2"
"21",1994,"Maryland","5,006,000","47,457","579","2,035",NA,"20,147","24,696","Maryland","5,006,000","259,039","52,234","168,608","38,197","Maryland","5,006,000","948",11.6,40.7,NA,"402.5","493.3","Maryland","5,006,000","5,174.6","1,043.4","3,368.1","763"
"22",1994,"Massachusetts","6,041,000","42,749","214","1,825",NA,"10,160","30,550","Massachusetts","6,041,000","225,532","53,222","129,962","42,348","Massachusetts","6,041,000","707.6",3.5,30.2,NA,"168.2","505.7","Massachusetts","6,041,000","3,733.4","881","2,151.3","701"
"23",1994,"Michigan","9,496,000","72,751","927","6,720",NA,"21,733","43,371","Michigan","9,496,000","444,325","91,849","290,172","62,304","Michigan","9,496,000","766.1",9.8,70.8,NA,"228.9","456.7","Michigan","9,496,000","4,679.1","967.2","3,055.7","656.1"
"24",1994,"Minnesota","4,567,000","16,397","147","2,725",NA,"5,370","8,155","Minnesota","4,567,000","181,856","36,157","131,344","14,355","Minnesota","4,567,000","359",3.2,59.7,NA,"117.6","178.6","Minnesota","4,567,000","3,982.0","791.7","2,875.9","314.3"
"25",1994,"Mississippi","2,669,000","13,177","409","1,212",NA,"4,336","7,220","Mississippi","2,669,000","115,924","34,493","70,621","10,810","Mississippi","2,669,000","493.7",15.3,45.4,NA,"162.5","270.5","Mississippi","2,669,000","4,343.3","1,292.4","2,646.0","405"
"26",1994,"Missouri","5,278,000","39,240","554","1,955",NA,"12,178","24,553","Missouri","5,278,000","240,898","55,577","158,283","27,038","Missouri","5,278,000","743.5",10.5,37,NA,"230.7","465.2","Missouri","5,278,000","4,564.2","1,053.0","2,998.9","512.3"
"27",1994,"Montana","856,000","1,516","28","233",NA,"280","975","Montana","856,000","41,445","6,178","32,817","2,450","Montana","856,000","177.1",3.3,27.2,NA,"32.7","113.9","Montana","856,000","4,841.7","721.7","3,833.8","286.2"
"28",1994,"Nebraska","1,623,000","6,322","51","500",NA,"1,223","4,548","Nebraska","1,623,000","65,746","10,963","48,547","6,236","Nebraska","1,623,000","389.5",3.1,30.8,NA,"75.4","280.2","Nebraska","1,623,000","4,050.9","675.5","2,991.2","384.2"
"29",1994,"Nevada","1,457,000","14,597","170","1,001",NA,"5,134","8,292","Nevada","1,457,000","82,693","19,735","51,893","11,065","Nevada","1,457,000","1,001.9",11.7,68.7,NA,"352.4","569.1","Nevada","1,457,000","5,675.6","1,354.5","3,561.6","759.4"
"30",1994,"New Hampshire","1,137,000","1,328","16","407",NA,"308","597","New Hampshire","1,137,000","29,837","5,275","22,260","2,302","New Hampshire","1,137,000","116.8",1.4,35.8,NA,"27.1","52.5","New Hampshire","1,137,000","2,624.2","463.9","1,957.8","202.5"
"31",1994,"New Jersey","7,904,000","48,544","396","1,972",NA,"22,762","23,414","New Jersey","7,904,000","319,856","72,074","195,618","52,164","New Jersey","7,904,000","614.2",5,24.9,NA,"288","296.2","New Jersey","7,904,000","4,046.8","911.9","2,474.9","660"
"32",1994,"New Mexico","1,654,000","14,708","177","866",NA,"2,329","11,336","New Mexico","1,654,000","87,638","21,945","57,343","8,350","New Mexico","1,654,000","889.2",10.7,52.4,NA,"140.8","685.4","New Mexico","1,654,000","5,298.5","1,326.8","3,466.9","504.8"
"33",1994,"New York","18,169,000","175,433","2,016","4,700",NA,"86,617","82,100","New York","18,169,000","745,845","164,650","452,322","128,873","New York","18,169,000","965.6",11.1,25.9,NA,"476.7","451.9","New York","18,169,000","4,105.0","906.2","2,489.5","709.3"
"34",1994,"North Carolina","7,070,000","46,308","772","2,334",NA,"12,811","30,391","North Carolina","7,070,000","351,397","104,118","225,937","21,342","North Carolina","7,070,000","655",10.9,33,NA,"181.2","429.9","North Carolina","7,070,000","4,970.3","1,472.7","3,195.7","301.9"
"35",1994,"North Dakota","638,000","522","1","149",NA,"71","301","North Dakota","638,000","16,933","2,070","13,899","964","North Dakota","638,000","81.8",0.2,23.4,NA,"11.1","47.2","North Dakota","638,000","2,654.1","324.5","2,178.5","151.1"
"36",1994,"Ohio","11,102,000","53,930","662","5,231",NA,"20,821","27,216","Ohio","11,102,000","441,380","96,175","297,792","47,413","Ohio","11,102,000","485.8",6,47.1,NA,"187.5","245.1","Ohio","11,102,000","3,975.7","866.3","2,682.3","427.1"
"37",1994,"Oklahoma","3,258,000","21,225","226","1,616",NA,"4,174","15,209","Oklahoma","3,258,000","160,250","40,764","104,025","15,461","Oklahoma","3,258,000","651.5",6.9,49.6,NA,"128.1","466.8","Oklahoma","3,258,000","4,918.7","1,251.2","3,192.9","474.6"
"38",1994,"Oregon","3,086,000","16,067","150","1,333",NA,"4,264","10,320","Oregon","3,086,000","178,240","33,970","122,506","21,764","Oregon","3,086,000","520.6",4.9,43.2,NA,"138.2","334.4","Oregon","3,086,000","5,775.8","1,100.8","3,969.7","705.2"
"39",1994,"Pennsylvania","12,052,000","51,425","712","3,145",NA,"22,497","25,071","Pennsylvania","12,052,000","342,901","66,468","222,280","54,153","Pennsylvania","12,052,000","426.7",5.9,26.1,NA,"186.7","208","Pennsylvania","12,052,000","2,845.2","551.5","1,844.3","449.3"
"40",1994,"Rhode Island","997,000","3,744","41","273",NA,"870","2,560","Rhode Island","997,000","37,323","9,101","23,039","5,183","Rhode Island","997,000","375.5",4.1,27.4,NA,"87.3","256.8","Rhode Island","997,000","3,743.5","912.8","2,310.8","519.9"
"41",1994,"South Carolina","3,664,000","37,756","353","1,991",NA,"6,817","28,595","South Carolina","3,664,000","182,114","46,678","122,252","13,184","South Carolina","3,664,000","1,030.5",9.6,54.3,NA,"186.1","780.4","South Carolina","3,664,000","4,970.4","1,274.0","3,336.6","359.8"
"42",1994,"South Dakota","721,000","1,641","10","303",NA,"135","1,193","South Dakota","721,000","20,726","3,938","15,916","872","South Dakota","721,000","227.6",1.4,42,NA,"18.7","165.5","South Dakota","721,000","2,874.6","546.2","2,207.5","120.9"
"43",1994,"Tennessee","5,175,000","38,705","482","2,545",NA,"10,735","24,943","Tennessee","5,175,000","226,247","59,080","138,173","28,994","Tennessee","5,175,000","747.9",9.3,49.2,NA,"207.4","482","Tennessee","5,175,000","4,371.9","1,141.6","2,670.0","560.3"
"44",1994,"Texas","18,378,000","129,838","2,022","9,102",NA,"37,643","81,071","Texas","18,378,000","949,387","214,687","623,947","110,753","Texas","18,378,000","706.5",11,49.5,NA,"204.8","441.1","Texas","18,378,000","5,165.9","1,168.2","3,395.1","602.6"
"45",1994,"Utah","1,908,000","5,810","56","806",NA,"1,213","3,735","Utah","1,908,000","95,332","15,089","74,554","5,689","Utah","1,908,000","304.5",2.9,42.2,NA,"63.6","195.8","Utah","1,908,000","4,996.4","790.8","3,907.4","298.2"
"46",1994,"Vermont","580,000","562","6","160",NA,"71","325","Vermont","580,000","18,290","4,274","13,154","862","Vermont","580,000","96.9",1,27.6,NA,"12.2","56","Vermont","580,000","3,153.4","736.9","2,267.9","148.6"
"47",1994,"Virginia","6,552,000","23,437","571","1,868",NA,"8,704","12,294","Virginia","6,552,000","241,763","41,855","181,619","18,289","Virginia","6,552,000","357.7",8.7,28.5,NA,"132.8","187.6","Virginia","6,552,000","3,689.9","638.8","2,772.0","279.1"
"48",1994,"Washington","5,343,000","27,317","294","3,230",NA,"7,464","16,329","Washington","5,343,000","294,734","55,793","212,198","26,743","Washington","5,343,000","511.3",5.5,60.5,NA,"139.7","305.6","Washington","5,343,000","5,516.3","1,044.2","3,971.5","500.5"
"49",1994,"West Virginia","1,822,000","3,931","99","370",NA,"772","2,690","West Virginia","1,822,000","42,136","10,673","28,189","3,274","West Virginia","1,822,000","215.8",5.4,20.3,NA,"42.4","147.6","West Virginia","1,822,000","2,312.6","585.8","1,547.1","179.7"
"50",1994,"Wisconsin","5,082,000","13,748","227","1,192",NA,"5,739","6,590","Wisconsin","5,082,000","186,704","32,824","135,559","18,321","Wisconsin","5,082,000","270.5",4.5,23.5,NA,"112.9","129.7","Wisconsin","5,082,000","3,673.8","645.9","2,667.4","360.5"
"51",1994,"Wyoming","476,000","1,297","16","160",NA,"79","1,042","Wyoming","476,000","19,122","3,097","15,254","771","Wyoming","476,000","272.5",3.4,33.6,NA,"16.6","218.9","Wyoming","476,000","4,017.2","650.6","3,204.6","162"
"52",1994,"United States-Total","260,327,021","1,857,670","23,326","102,216",NA,"618,949","1,113,179","United States-Total","260,327,021","12,131,873","2,712,774","7,879,812","1,539,287","United States-Total","260,327,021","713.6",9,39.3,NA,"237.8","427.6","United States-Total","260,327,021","4,660.2","1,042.1","3,026.9","591.3"
"53",1995,"Alabama","4,253,000","26,894","475","1,350",NA,"7,900","17,169","Alabama","4,253,000","179,294","43,586","120,967","14,741","Alabama","4,253,000","632.4",11.2,31.7,NA,"185.8","403.7","Alabama","4,253,000","4,215.7","1,024.8","2,844.3","346.6"
"54",1995,"Alaska","604,000","4,656","55","485",NA,"937","3,179","Alaska","604,000","30,097","5,055","21,891","3,151","Alaska","604,000","770.9",9.1,80.3,NA,"155.1","526.3","Alaska","604,000","4,982.9","836.9","3,624.3","521.7"
"55",1995,"Arizona","4,218,000","30,095","439","1,418",NA,"7,329","20,909","Arizona","4,218,000","316,355","59,762","207,763","48,830","Arizona","4,218,000","713.5",10.4,33.6,NA,"173.8","495.7","Arizona","4,218,000","7,500.1","1,416.8","4,925.6","1,157.7"
"56",1995,"Arkansas","2,484,000","13,741","259","925",NA,"3,122","9,435","Arkansas","2,484,000","102,780","24,763","69,935","8,082","Arkansas","2,484,000","553.2",10.4,37.2,NA,"125.7","379.8","Arkansas","2,484,000","4,137.7","996.9","2,815.4","325.4"
"57",1995,"California","31,589,000","305,154","3,531","10,554",NA,"104,611","186,458","California","31,589,000","1,536,830","353,895","902,456","280,479","California","31,589,000","966",11.2,33.4,NA,"331.2","590.3","California","31,589,000","4,865.1","1,120.3","2,856.9","887.9"
"58",1995,"Colorado","3,747,000","16,494","216","1,480",NA,"3,604","11,194","Colorado","3,747,000","185,705","35,001","136,184","14,520","Colorado","3,747,000","440.2",5.8,39.5,NA,"96.2","298.7","Colorado","3,747,000","4,956.1","934.1","3,634.5","387.5"
"59",1995,"Connecticut","3,275,000","13,293","150","776",NA,"5,345","7,022","Connecticut","3,275,000","134,188","29,095","87,401","17,692","Connecticut","3,275,000","405.9",4.6,23.7,NA,"163.2","214.4","Connecticut","3,275,000","4,097.3","888.4","2,668.7","540.2"
"60",1995,"Delaware","717,000","5,198","25","575",NA,"1,425","3,173","Delaware","717,000","31,790","6,491","22,329","2,970","Delaware","717,000","725",3.5,80.2,NA,"198.7","442.5","Delaware","717,000","4,433.8","905.3","3,114.2","414.2"
"61",1995,"District of Columbia","554,000","14,744","360","292",NA,"6,864","7,228","District of Columbia","554,000","52,697","10,185","32,319","10,193","District of Columbia","554,000","2,661.4",65,52.7,NA,"1,239.0","1,304.7","District of Columbia","554,000","9,512.1","1,838.4","5,833.8","1,839.9"
"62",1995,"Florida","14,166,000","151,711","1,037","6,887",NA,"42,485","101,302","Florida","14,166,000","939,288","215,657","612,311","111,320","Florida","14,166,000","1,071.0",7.3,48.6,NA,"299.9","715.1","Florida","14,166,000","6,630.6","1,522.4","4,322.4","785.8"
"63",1995,"Georgia","7,201,000","47,317","683","2,539",NA,"14,777","29,318","Georgia","7,201,000","385,005","76,324","264,872","43,809","Georgia","7,201,000","657.1",9.5,35.3,NA,"205.2","407.1","Georgia","7,201,000","5,346.5","1,059.9","3,678.3","608.4"
"64",1995,"Hawaii","1,187,000","3,509","56","336",NA,"1,553","1,564","Hawaii","1,187,000","81,938","13,832","59,907","8,199","Hawaii","1,187,000","295.6",4.7,28.3,NA,"130.8","131.8","Hawaii","1,187,000","6,902.9","1,165.3","5,046.9","690.7"
"65",1995,"Idaho","1,163,000","3,745","48","330",NA,"279","3,088","Idaho","1,163,000","47,444","9,069","35,560","2,815","Idaho","1,163,000","322",4.1,28.4,NA,"24","265.5","Idaho","1,163,000","4,079.4","779.8","3,057.6","242"
"66",1995,"Illinois","11,830,000","117,836","1,221","4,313",NA,"39,139","73,163","Illinois","11,830,000","527,572","108,555","357,143","61,874","Illinois","11,830,000","996.1",10.3,36.5,NA,"330.8","618.5","Illinois","11,830,000","4,459.6","917.6","3,019.0","523"
"67",1995,"Indiana","5,803,000","30,451","466","1,930",NA,"7,844","20,211","Indiana","5,803,000","238,317","47,676","163,618","27,023","Indiana","5,803,000","524.7",8,33.3,NA,"135.2","348.3","Indiana","5,803,000","4,106.8","821.6","2,819.5","465.7"
"68",1995,"Iowa","2,842,000","10,071","51","619",NA,"1,507","7,894","Iowa","2,842,000","106,504","21,527","78,645","6,332","Iowa","2,842,000","354.4",1.8,21.8,NA,"53","277.8","Iowa","2,842,000","3,747.5","757.5","2,767.2","222.8"
"69",1995,"Kansas","2,565,000","10,792","159","938",NA,"2,775","6,920","Kansas","2,565,000","114,558","27,404","78,855","8,299","Kansas","2,565,000","420.7",6.2,36.6,NA,"108.2","269.8","Kansas","2,565,000","4,466.2","1,068.4","3,074.3","323.5"
"70",1995,"Kentucky","3,860,000","14,079","276","1,231",NA,"4,001","8,571","Kentucky","3,860,000","115,298","28,389","76,906","10,003","Kentucky","3,860,000","364.7",7.2,31.9,NA,"103.7","222","Kentucky","3,860,000","2,987.0","735.5","1,992.4","259.1"
"71",1995,"Louisiana","4,342,000","43,741","740","1,855",NA,"11,662","29,484","Louisiana","4,342,000","246,132","53,481","166,667","25,984","Louisiana","4,342,000","1,007.4",17,42.7,NA,"268.6","679","Louisiana","4,342,000","5,668.6","1,231.7","3,838.5","598.4"
"72",1995,"Maine","1,241,000","1,631","25","265",NA,"334","1,007","Maine","1,241,000","39,132","9,015","28,444","1,673","Maine","1,241,000","131.4",2,21.4,NA,"26.9","81.1","Maine","1,241,000","3,153.3","726.4","2,292.0","134.8"
"73",1995,"Maryland","5,042,000","49,757","596","2,130",NA,"21,334","25,697","Maryland","5,042,000","267,625","53,320","178,126","36,179","Maryland","5,042,000","986.9",11.8,42.2,NA,"423.1","509.7","Maryland","5,042,000","5,307.9","1,057.5","3,532.8","717.6"
"74",1995,"Massachusetts","6,074,000","41,739","217","1,759",NA,"9,137","30,626","Massachusetts","6,074,000","221,971","49,669","135,586","36,716","Massachusetts","6,074,000","687.2",3.6,29,NA,"150.4","504.2","Massachusetts","6,074,000","3,654.4","817.7","2,232.2","604.5"
"75",1995,"Michigan","9,549,000","65,680","808","5,917",NA,"17,885","41,070","Michigan","9,549,000","429,223","86,872","280,712","61,639","Michigan","9,549,000","687.8",8.5,62,NA,"187.3","430.1","Michigan","9,549,000","4,495.0","909.7","2,939.7","645.5"
"76",1995,"Minnesota","4,610,000","16,416","182","2,593",NA,"5,702","7,939","Minnesota","4,610,000","190,911","36,756","138,414","15,741","Minnesota","4,610,000","356.1",3.9,56.2,NA,"123.7","172.2","Minnesota","4,610,000","4,141.2","797.3","3,002.5","341.5"
"77",1995,"Mississippi","2,697,000","13,560","348","1,054",NA,"3,530","8,628","Mississippi","2,697,000","108,195","30,505","67,967","9,723","Mississippi","2,697,000","502.8",12.9,39.1,NA,"130.9","319.9","Mississippi","2,697,000","4,011.7","1,131.1","2,520.1","360.5"
"78",1995,"Missouri","5,324,000","35,339","469","1,711",NA,"10,863","22,296","Missouri","5,324,000","237,278","49,649","162,430","25,199","Missouri","5,324,000","663.8",8.8,32.1,NA,"204","418.8","Missouri","5,324,000","4,456.8","932.6","3,050.9","473.3"
"79",1995,"Montana","870,000","1,491","35","231",NA,"253","972","Montana","870,000","40,246","5,060","32,797","2,389","Montana","870,000","171.4",4,26.6,NA,"29.1","111.7","Montana","870,000","4,626.0","581.6","3,769.8","274.6"
"80",1995,"Nebraska","1,637,000","6,253","48","317",NA,"1,067","4,821","Nebraska","1,637,000","68,140","10,344","52,044","5,752","Nebraska","1,637,000","382",2.9,19.4,NA,"65.2","294.5","Nebraska","1,637,000","4,162.5","631.9","3,179.2","351.4"
"81",1995,"Nevada","1,530,000","14,461","163","937",NA,"4,966","8,395","Nevada","1,530,000","86,203","20,235","54,563","11,405","Nevada","1,530,000","945.2",10.7,61.2,NA,"324.6","548.7","Nevada","1,530,000","5,634.2","1,322.5","3,566.2","745.4"
"82",1995,"New Hampshire","1,148,000","1,314","21","333",NA,"314","646","New Hampshire","1,148,000","29,170","4,806","22,698","1,666","New Hampshire","1,148,000","114.5",1.8,29,NA,"27.4","56.3","New Hampshire","1,148,000","2,540.9","418.6","1,977.2","145.1"
"83",1995,"New Jersey","7,945,000","47,652","409","1,927",NA,"22,486","22,830","New Jersey","7,945,000","326,056","69,533","206,339","50,184","New Jersey","7,945,000","599.8",5.1,24.3,NA,"283","287.4","New Jersey","7,945,000","4,103.9","875.2","2,597.1","631.6"
"84",1995,"New Mexico","1,685,000","13,804","148","954",NA,"2,604","10,098","New Mexico","1,685,000","94,508","24,383","61,478","8,647","New Mexico","1,685,000","819.2",8.8,56.6,NA,"154.5","599.3","New Mexico","1,685,000","5,608.8","1,447.1","3,648.5","513.2"
"85",1995,"New York","18,136,000","152,683","1,550","4,290",NA,"72,492","74,351","New York","18,136,000","674,342","146,562","425,184","102,596","New York","18,136,000","841.9",8.5,23.7,NA,"399.7","410","New York","18,136,000","3,718.3","808.1","2,344.4","565.7"
"86",1995,"North Carolina","7,195,000","46,508","677","2,320",NA,"12,896","30,615","North Carolina","7,195,000","359,256","101,995","234,911","22,350","North Carolina","7,195,000","646.4",9.4,32.2,NA,"179.2","425.5","North Carolina","7,195,000","4,993.1","1,417.6","3,264.9","310.6"
"87",1995,"North Dakota","641,000","556","6","146",NA,"64","340","North Dakota","641,000","17,817","2,248","14,421","1,148","North Dakota","641,000","86.7",0.9,22.8,NA,"10","53","North Dakota","641,000","2,779.6","350.7","2,249.8","179.1"
"88",1995,"Ohio","11,151,000","53,799","600","4,835",NA,"19,931","28,433","Ohio","11,151,000","437,424","93,539","297,624","46,261","Ohio","11,151,000","482.5",5.4,43.4,NA,"178.7","255","Ohio","11,151,000","3,922.7","838.8","2,669.0","414.9"
"89",1995,"Oklahoma","3,278,000","21,770","400","1,461",NA,"3,788","16,121","Oklahoma","3,278,000","161,693","41,694","103,727","16,272","Oklahoma","3,278,000","664.1",12.2,44.6,NA,"115.6","491.8","Oklahoma","3,278,000","4,932.7","1,271.9","3,164.3","496.4"
"90",1995,"Oregon","3,141,000","16,408","129","1,309",NA,"4,332","10,638","Oregon","3,141,000","189,765","34,640","133,075","22,050","Oregon","3,141,000","522.4",4.1,41.7,NA,"137.9","338.7","Oregon","3,141,000","6,041.5","1,102.8","4,236.7","702"
"91",1995,"Pennsylvania","12,072,000","51,586","755","3,046",NA,"22,858","24,927","Pennsylvania","12,072,000","354,623","67,815","236,991","49,817","Pennsylvania","12,072,000","427.3",6.3,25.2,NA,"189.3","206.5","Pennsylvania","12,072,000","2,937.6","561.8","1,963.1","412.7"
"92",1995,"Rhode Island","990,000","3,643","33","267",NA,"914","2,429","Rhode Island","990,000","38,378","9,234","24,780","4,364","Rhode Island","990,000","368",3.3,27,NA,"92.3","245.4","Rhode Island","990,000","3,876.6","932.7","2,503.0","440.8"
"93",1995,"South Carolina","3,673,000","36,067","292","1,737",NA,"6,461","27,577","South Carolina","3,673,000","186,656","46,083","126,416","14,157","South Carolina","3,673,000","981.9",7.9,47.3,NA,"175.9","750.8","South Carolina","3,673,000","5,081.8","1,254.6","3,441.8","385.4"
"94",1995,"South Dakota","729,000","1,513","13","299",NA,"189","1,012","South Dakota","729,000","20,799","3,942","15,976","881","South Dakota","729,000","207.5",1.8,41,NA,"25.9","138.8","South Dakota","729,000","2,853.1","540.7","2,191.5","120.9"
"95",1995,"Tennessee","5,256,000","40,549","557","2,477",NA,"11,732","25,783","Tennessee","5,256,000","241,315","60,086","147,143","34,086","Tennessee","5,256,000","771.5",10.6,47.1,NA,"223.2","490.5","Tennessee","5,256,000","4,591.2","1,143.2","2,799.5","648.5"
"96",1995,"Texas","18,724,000","124,303","1,693","8,563",NA,"33,667","80,380","Texas","18,724,000","940,033","202,642","632,468","104,923","Texas","18,724,000","663.9",9,45.7,NA,"179.8","429.3","Texas","18,724,000","5,020.5","1,082.3","3,377.8","560.4"
"97",1995,"Utah","1,951,000","6,415","76","834",NA,"1,309","4,196","Utah","1,951,000","112,417","15,623","89,202","7,592","Utah","1,951,000","328.8",3.9,42.7,NA,"67.1","215.1","Utah","1,951,000","5,762.0","800.8","4,572.1","389.1"
"98",1995,"Vermont","585,000","692","13","165",NA,"64","450","Vermont","585,000","19,395","4,451","14,150","794","Vermont","585,000","118.3",2.2,28.2,NA,"10.9","76.9","Vermont","585,000","3,315.4","760.9","2,418.8","135.7"
"99",1995,"Virginia","6,618,000","23,921","503","1,799",NA,"8,718","12,901","Virginia","6,618,000","240,084","39,388","181,333","19,363","Virginia","6,618,000","361.5",7.6,27.2,NA,"131.7","194.9","Virginia","6,618,000","3,627.7","595.2","2,740.0","292.6"
"100",1995,"Washington","5,431,000","26,300","275","3,214",NA,"7,209","15,602","Washington","5,431,000","314,213","59,265","224,861","30,087","Washington","5,431,000","484.3",5.1,59.2,NA,"132.7","287.3","Washington","5,431,000","5,785.5","1,091.2","4,140.3","554"
"101",1995,"West Virginia","1,828,000","3,842","89","388",NA,"781","2,584","West Virginia","1,828,000","41,093","10,329","27,724","3,040","West Virginia","1,828,000","210.2",4.9,21.2,NA,"42.7","141.4","West Virginia","1,828,000","2,248.0","565","1,516.6","166.3"
"102",1995,"Wisconsin","5,123,000","14,399","219","1,194",NA,"5,384","7,602","Wisconsin","5,123,000","184,665","31,416","134,623","18,626","Wisconsin","5,123,000","281.1",4.3,23.3,NA,"105.1","148.4","Wisconsin","5,123,000","3,604.6","613.2","2,627.8","363.6"
"103",1995,"Wyoming","480,000","1,220","10","165",NA,"86","959","Wyoming","480,000","19,517","2,938","15,774","805","Wyoming","480,000","254.2",2.1,34.4,NA,"17.9","199.8","Wyoming","480,000","4,066.0","612.1","3,286.3","167.7"
